sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:ATC_code,ADD_INFO:drug_form,ADD_INFO:strength,ADD_INFO:brand,matchScore,mappingStatus,conceptId
18352,"Karvedilol Mylan; Karvedilol; 6,25 mg; FICOTA",1,,C07AG02,FICOTA,"6,25 mg",Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18354,Estradot®; Estradiol; 25 mikrogram/24 timmar; TRAPAT,1,,G03CA03,TRAPAT,25 mikrogram/24 timmar,Estradot®,0.5,AUTO_MAPPED,1548195
18356,"Karvedilol Scand Pharm; Karvedilol; 6,25 mg; FICOTA",1,,C07AG02,FICOTA,"6,25 mg",Karvedilol Scand Pharm,0.5,AUTO_MAPPED,19022749
18360,Cipralex; Escitalopram; 10 mg; FICOTA,1,,N06AB10,FICOTA,10 mg,Cipralex,0.5,AUTO_MAPPED,715939
18365,Estradot®; Estradiol; 25 mikrogram/24 timmar; TRAPAT,1,,G03CA03,TRAPAT,25 mikrogram/24 timmar,Estradot®,0.5,AUTO_MAPPED,1548195
18366,Ferritamin®; ORASOL,1,,B03AE10,ORASOL,,Ferritamin®,0.5,UNCHECKED,0
18369,Cipralex; Escitalopram; 10 mg; FICOTA,1,,N06AB10,FICOTA,10 mg,Cipralex,0.5,AUTO_MAPPED,715939
18375,Karvedilol Mylan; Karvedilol; 25 mg; FICOTA,1,,C07AG02,FICOTA,25 mg,Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18378,Karvedilol Mylan; Karvedilol; 25 mg; FICOTA,1,,C07AG02,FICOTA,25 mg,Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18382,Aquagen SQ PDL-gräs; 100 000 SQ-E/ml; PSSOIJ,1,,V01AA02,PSSOIJ,100 000 SQ-E/ml,Aquagen SQ PDL-gräs,0.5,UNCHECKED,0
18384,Reductil; Sibutramin; 10 mg; CAPHAR,1,,A08AA10,CAPHAR,10 mg,Reductil,0.5,AUTO_MAPPED,739363
18386,"Karvedilol Mylan; Karvedilol; 3,125 mg; FICOTA",1,,C07AG02,FICOTA,"3,125 mg",Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18388,Norvasc; Amlodipin; 10 mg; TABLET,1,,C08CA01,TABLET,10 mg,Norvasc,0.5,AUTO_MAPPED,1332418
18389,"Karvedilol Mylan; Karvedilol; 6,25 mg; FICOTA",1,,C07AG02,FICOTA,"6,25 mg",Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18393,Zanidip; Lerkanidipin; 10 mg; FICOTA,2,,C08CA13,FICOTA,10 mg,Zanidip,0.5,AUTO_MAPPED,19017656
18394,Norvasc; Amlodipin; 10 mg; TABLET,259,,C08CA01,TABLET,10 mg,Norvasc,0.5,AUTO_MAPPED,19073093
18395,Kalcipos®-D mite; 500 mg/200 IE; FICOTA,14835,,A12AX,FICOTA,500 mg/200 IE,Kalcipos®-D mite,0.5,UNCHECKED,0
18396,"Karvedilol Mylan; Karvedilol; 12,5 mg; FICOTA",1,,C07AG02,FICOTA,"12,5 mg",Karvedilol Mylan,0.5,AUTO_MAPPED,1346823
18399,BCG-vaccin SSI; PSSUIJ,1,,J07AN01,PSSUIJ,,BCG-vaccin SSI,0.5,UNCHECKED,0
18409,"Carvedilol STADA®; Karvedilol; 3,125 mg; TABLET",457,,C07AG02,TABLET,"3,125 mg",Carvedilol STADA®,0.5,AUTO_MAPPED,1346990
18412,Paroxetin Sandoz; Paroxetin; 20 mg; TABLET,1,,N06AB05,TABLET,20 mg,Paroxetin Sandoz,0.5,AUTO_MAPPED,722031
18417,"Cozaar® comp; Losartan + hydroklortiazid; 50 mg/12,5 mg; FICOTA",1,,C09DA01,FICOTA,"50 mg/12,5 mg",Cozaar® comp,0.5,AUTO_MAPPED,1367500
18420,"Carvedilol STADA®; Karvedilol; 6,25 mg; TABLET",1285,,C07AG02,TABLET,"6,25 mg",Carvedilol STADA®,0.5,AUTO_MAPPED,19022749
18421,Glivec®; Imatinib; 100 mg; CAPHAR,1,,L01XE01,CAPHAR,100 mg,Glivec®,0.5,AUTO_MAPPED,1304107
18423,Paroxetin Sandoz; Paroxetin; 20 mg; TABLET,1,,N06AB05,TABLET,20 mg,Paroxetin Sandoz,0.5,AUTO_MAPPED,722031
18427,Zanidip; Lerkanidipin; 10 mg; FICOTA,31,,C08CA13,FICOTA,10 mg,Zanidip,0.5,AUTO_MAPPED,19017656
18431,"Carvedilol STADA®; Karvedilol; 12,5 mg; TABLET",1074,,C07AG02,TABLET,"12,5 mg",Carvedilol STADA®,0.5,AUTO_MAPPED,19022750
18434,Lomudal®; Natriumkromoglikat; 40 mg/ml; EDSSDC,1,,S01GX01,EDSSDC,40 mg/ml,Lomudal®,0.5,AUTO_MAPPED,1152631
18436,Topimax; Topiramat; 50 mg; FICOTA,1,,N03AX11,FICOTA,50 mg,Topimax,0.5,AUTO_MAPPED,742267
18437,Norvasc; Amlodipin; 10 mg; TABLET,1,,C08CA01,TABLET,10 mg,Norvasc,0.5,AUTO_MAPPED,19073093
18438,Zanidip; Lerkanidipin; 10 mg; FICOTA,1,,C08CA13,FICOTA,10 mg,Zanidip,0.5,AUTO_MAPPED,19015802
18442,Carvedilol STADA®; Karvedilol; 25 mg; TABLET,748,,C07AG02,TABLET,25 mg,Carvedilol STADA®,0.5,AUTO_MAPPED,19022781
18443,Zanidip; Lerkanidipin; 10 mg; FICOTA,1,,C08CA13,FICOTA,10 mg,Zanidip,0.5,AUTO_MAPPED,19015802
18445,Lomudal®; Natriumkromoglikat; 20 mg/ml; EYDRSO,1,,S01GX01,EYDRSO,20 mg/ml,Lomudal®,0.5,AUTO_MAPPED,1152631
18448,Keppra; Levetiracetam; 250 mg; FICOTA,1,,N03AX14,FICOTA,250 mg,Keppra,0.5,AUTO_MAPPED,711584
18454,Viracept®; 625 mg; FICOTA,1,,J05AE04,FICOTA,625 mg,Viracept®,0.5,AUTO_MAPPED,1715472
18457,Ido-C®; Askorbinsyra; 1 g; EFFTAB,1,,A11GA01,EFFTAB,1 g,Ido-C®,0.5,AUTO_MAPPED,19011773
18463,Lanzo; Lansoprazol; 15 mg; ORDITA,1,,A02BC03,ORDITA,15 mg,Lanzo,0.5,AUTO_MAPPED,929887
18465,Alutard SQ 5-Gräs; Styrkeserie; SUSINJ,1,,V01AA02,SUSINJ,Styrkeserie,Alutard SQ 5-Gräs,0.5,UNCHECKED,0
18485,Cloxacillin Stragen; Kloxacillin; 1 g; POSOII,1,,J01CF02,POSOII,1 g,Cloxacillin Stragen,0.5,AUTO_MAPPED,1800835
18486,Topimax; Topiramat; 100 mg; FICOTA,1,,N03AX11,FICOTA,100 mg,Topimax,0.5,AUTO_MAPPED,742267
18491,Lanzo; Lansoprazol; 30 mg; ORDITA,1,,A02BC03,ORDITA,30 mg,Lanzo,0.5,AUTO_MAPPED,929887
18495,Panocod®; Paracetamol + kodein; 500 mg/30 mg; TABLET,1,,N02AA59,TABLET,500 mg/30 mg,Panocod®,0.5,AUTO_MAPPED,1125315
18506,Efexor Depot; Venlafaxin; 75 mg; PRRECH,1,,N06AX16,PRRECH,75 mg,Efexor Depot,0.5,AUTO_MAPPED,743670
18507,Ido-C®; Askorbinsyra; 1 g; EFFTAB,1,,A11GA01,EFFTAB,1 g,Ido-C®,0.5,AUTO_MAPPED,19011773
18513,Cloxacillin Stragen; Kloxacillin; 2 g; POSOII,1,,J01CF02,POSOII,2 g,Cloxacillin Stragen,0.5,AUTO_MAPPED,1800835
18514,FSME-IMMUN Junior; SUINPS,1,,J07BA01,SUINPS,,FSME-IMMUN Junior,0.5,UNCHECKED,0
18518,FSME-IMMUN Vuxen; SUINPS,1,,J07BA01,SUINPS,,FSME-IMMUN Vuxen,0.5,UNCHECKED,0
18525,FSME-IMMUN Junior; SUINPS,1,,J07BA01,SUINPS,,FSME-IMMUN Junior,0.5,UNCHECKED,0
18527,FSME-IMMUN Vuxen; SUINPS,1,,J07BA01,SUINPS,,FSME-IMMUN Vuxen,0.5,UNCHECKED,0
18546,"Pulmicort; Budesonid; 0,25 mg/ml; NEBRSU",1,,R03BA02,NEBRSU,"0,25 mg/ml",Pulmicort,0.5,AUTO_MAPPED,939259
18554,Acura®; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Acura®,0.5,AUTO_MAPPED,1149196
18562,Heminevrin®; Klometiazol; 50 mg/ml; ORASOL,1,,N05CM02,ORASOL,50 mg/ml,Heminevrin®,0.5,AUTO_MAPPED,19092283
18568,"Ramipril Sandoz; Ramipril; 2,5 mg; TABLET",18763,,C09AA05,TABLET,"2,5 mg",Ramipril Sandoz,0.5,AUTO_MAPPED,1334461
18570,"Lisinopril/Hydrochlorthiazid Sandoz; Lisinopril + hydroklortiazid; 10 mg/12,5 mg; TABLET",1,,C09BA03,TABLET,"10 mg/12,5 mg",Lisinopril/Hydrochlorthiazid Sandoz,0.5,AUTO_MAPPED,1308216
18572,Alutard SQ 5-Gräs; 100 000 SQ-E/ml; SUSINJ,1,,V01AA02,SUSINJ,100 000 SQ-E/ml,Alutard SQ 5-Gräs,0.5,UNCHECKED,0
18574,Cetirizin Mylan; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Cetirizin Mylan,0.5,AUTO_MAPPED,1149196
18575,"Ramipril Sandoz; Ramipril; 2,5 mg; TABLET",1670,,C09AA05,TABLET,"2,5 mg",Ramipril Sandoz,0.5,AUTO_MAPPED,1334461
18584,Ramipril Sandoz; Ramipril; 10 mg; TABLET,1,,C09AA05,TABLET,10 mg,Ramipril Sandoz,0.5,AUTO_MAPPED,1334456
18590,Ramipril Sandoz; Ramipril; 5 mg; TABLET,31181,,C09AA05,TABLET,5 mg,Ramipril Sandoz,0.5,AUTO_MAPPED,1334492
18594,Vesicare; Solifenacin; 10 mg; FICOTA,1,,G04BD08,FICOTA,10 mg,Vesicare,0.5,AUTO_MAPPED,916005
18595,Ramipril Sandoz; Ramipril; 10 mg; TABLET,13395,,C09AA05,TABLET,10 mg,Ramipril Sandoz,0.5,AUTO_MAPPED,19102170
18596,Cetirizin Mylan; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Cetirizin Mylan,0.5,AUTO_MAPPED,1149196
18597,Ramipril Sandoz; Ramipril; 5 mg; TABLET,732,,C09AA05,TABLET,5 mg,Ramipril Sandoz,0.5,AUTO_MAPPED,1334492
18605,"Primovist; 0,25 mmol/ml; SOIJPS",1,,V08CA10,SOIJPS,"0,25 mmol/ml",Primovist,0.5,UNCHECKED,0
18607,Cetirizin Mylan; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Cetirizin Mylan,0.5,AUTO_MAPPED,1149196
18612,"Carvedilol Orion Pharma; Karvedilol; 6,25 mg; FICOTA",17,,C07AG02,FICOTA,"6,25 mg",Carvedilol Orion Pharma,0.5,AUTO_MAPPED,19022749
18623,"Carvedilol Orion Pharma; Karvedilol; 12,5 mg; FICOTA",7,,C07AG02,FICOTA,"12,5 mg",Carvedilol Orion Pharma,0.5,AUTO_MAPPED,19022750
18633,Karvedilol Arrow; Karvedilol; 25 mg; TABLET,2670,,C07AG02,TABLET,25 mg,Karvedilol Arrow,0.5,AUTO_MAPPED,19022781
18634,"Carvedilol Orion Pharma; Karvedilol; 12,5 mg; FICOTA",1644,,C07AG02,FICOTA,"12,5 mg",Carvedilol Orion Pharma,0.5,AUTO_MAPPED,19022750
18635,"Ramipril Sandoz; Ramipril; 1,25 mg; TABLET",1319,,C09AA05,TABLET,"1,25 mg",Ramipril Sandoz,0.5,AUTO_MAPPED,19102169
18639,"Karvedilol Arrow; Karvedilol; 3,125 mg; TABLET",7,,C07AG02,TABLET,"3,125 mg",Karvedilol Arrow,0.5,AUTO_MAPPED,1346990
18645,Carvedilol Orion Pharma; Karvedilol; 25 mg; FICOTA,3,,C07AG02,FICOTA,25 mg,Carvedilol Orion Pharma,0.5,AUTO_MAPPED,19022781
18646,Karvedilol Actavis; Karvedilol; 25 mg; FICOTA,2137,,C07AG02,FICOTA,25 mg,Karvedilol Actavis,0.5,AUTO_MAPPED,19022781
18647,"Karvedilol Arrow; Karvedilol; 12,5 mg; TABLET",1148,,C07AG02,TABLET,"12,5 mg",Karvedilol Arrow,0.5,AUTO_MAPPED,19022750
18650,"Karvedilol Arrow; Karvedilol; 6,25 mg; TABLET",33,,C07AG02,TABLET,"6,25 mg",Karvedilol Arrow,0.5,AUTO_MAPPED,19022749
18653,"Karvedilol Actavis; Karvedilol; 3,125 mg; FICOTA",76,,C07AG02,FICOTA,"3,125 mg",Karvedilol Actavis,0.5,AUTO_MAPPED,1346990
18655,Rocephalin®; 1 g; PSSOIJ,1,,J01DD04,PSSOIJ,1 g,Rocephalin®,0.5,AUTO_MAPPED,1777806
18656,Carvedilol Orion Pharma; Karvedilol; 25 mg; FICOTA,2343,,C07AG02,FICOTA,25 mg,Carvedilol Orion Pharma,0.5,AUTO_MAPPED,19022781
18666,Zyprexa® Velotab; Olanzapin; 10 mg; ORALYO,1,,N05AH03,ORALYO,10 mg,Zyprexa® Velotab,0.5,AUTO_MAPPED,785788
18670,Diovan®; Valsartan; 40 mg; FICOTA,253,,C09CA03,FICOTA,40 mg,Diovan®,0.5,AUTO_MAPPED,1308874
18671,"Rozex®; 0,75 %; CREAM",1,,D06BX01,CREAM,"0,75 %",Rozex®,0.5,AUTO_MAPPED,1707164
18675,"Karvedilol Actavis; Karvedilol; 6,25 mg; FICOTA",1700,,C07AG02,FICOTA,"6,25 mg",Karvedilol Actavis,0.5,AUTO_MAPPED,19022749
18677,Vesicare; Solifenacin; 10 mg; FICOTA,1,,G04BD08,FICOTA,10 mg,Vesicare,0.5,AUTO_MAPPED,916005
18681,Diovan®; Valsartan; 40 mg; FICOTA,8885,,C09CA03,FICOTA,40 mg,Diovan®,0.5,AUTO_MAPPED,1308874
18685,Vesicare; Solifenacin; 5 mg; FICOTA,1,,G04BD08,FICOTA,5 mg,Vesicare,0.5,AUTO_MAPPED,916005
18686,"Karvedilol Actavis; Karvedilol; 12,5 mg; FICOTA",2920,,C07AG02,FICOTA,"12,5 mg",Karvedilol Actavis,0.5,AUTO_MAPPED,19022750
18689,Idotrim®; Trimetoprim; 100 mg; TABLET,1,,J01EA01,TABLET,100 mg,Idotrim®,0.5,AUTO_MAPPED,1705674
18693,Befolan; TABLET,1,,A11E,TABLET,,Befolan,0.5,UNCHECKED,0
18694,Vesicare; Solifenacin; 5 mg; FICOTA,1,,G04BD08,FICOTA,5 mg,Vesicare,0.5,AUTO_MAPPED,916005
18697,Idotrim®; Trimetoprim; 100 mg; TABLET,1,,J01EA01,TABLET,100 mg,Idotrim®,0.5,AUTO_MAPPED,1705674
18698,Ranitidin STADA®; 150 mg; FICOTA,46,,A02BA02,FICOTA,150 mg,Ranitidin STADA®,0.5,AUTO_MAPPED,961050
18700,Fluoxetin STADA®; Fluoxetin; 20 mg; DISTAB,1,,N06AB03,DISTAB,20 mg,Fluoxetin STADA®,0.5,AUTO_MAPPED,755695
18702,Mirtazapin Alpharma; Mirtazapin; 30 mg; FICOTA,1,,N06AX11,FICOTA,30 mg,Mirtazapin Alpharma,0.5,AUTO_MAPPED,725131
18703,Fluoxetin STADA®; Fluoxetin; 20 mg; DISTAB,1,,N06AB03,DISTAB,20 mg,Fluoxetin STADA®,0.5,AUTO_MAPPED,755695
18704,Niaspan; 750 mg; PRRETA,29,,C10AD02,PRRETA,750 mg,Niaspan,0.5,AUTO_MAPPED,1517991
18705,Rocephalin®; Ceftriaxon; 2 g; POSOIF,1,,J01DD04,POSOIF,2 g,Rocephalin®,0.5,AUTO_MAPPED,1777806
18718,BCG-medac; PSSUIV,1,,L03AX03,PSSUIV,,BCG-medac,0.5,AUTO_MAPPED,19015423
18719,Cozaar® Comp Forte; Losartan + hydroklortiazid; 100 mg/25 mg; FICOTA,7520,,C09DA01,FICOTA,100 mg/25 mg,Cozaar® Comp Forte,0.5,AUTO_MAPPED,1367500
18721,Nitroglycerin BioPhausia; 5 mg/ml; COSINF,1,,C01DA02,COSINF,5 mg/ml,Nitroglycerin BioPhausia,0.5,AUTO_MAPPED,1361711
18724,Mirtazapin Alpharma; Mirtazapin; 30 mg; FICOTA,1,,N06AX11,FICOTA,30 mg,Mirtazapin Alpharma,0.5,AUTO_MAPPED,725131
18727,Reminyl; Galantamin; 4 mg; FICOTA,1,,N06DA04,FICOTA,4 mg,Reminyl,0.5,AUTO_MAPPED,757627
18728,Zyprexa® Velotab; Olanzapin; 5 mg; ORALYO,1,,N05AH03,ORALYO,5 mg,Zyprexa® Velotab,0.5,AUTO_MAPPED,785788
18736,Keppra; Levetiracetam; 1000 mg; FICOTA,1,,N03AX14,FICOTA,1000 mg,Keppra,0.5,AUTO_MAPPED,711584
18737,Salofalk®; 500 mg; GRPRGR,1,,A07EC02,GRPRGR,500 mg,Salofalk®,0.5,AUTO_MAPPED,968426
18739,Nitroglycerin BioPhausia; 5 mg/ml; COSINF,1,,C01DA02,COSINF,5 mg/ml,Nitroglycerin BioPhausia,0.5,AUTO_MAPPED,1361711
18740,Perfalgan®; Paracetamol; 10 mg/ml; SOLINF,1,,N02BE01,SOLINF,10 mg/ml,Perfalgan®,0.5,AUTO_MAPPED,1125315
18743,Reminyl; Galantamin; 4 mg; FICOTA,1,,N06DA04,FICOTA,4 mg,Reminyl,0.5,AUTO_MAPPED,757627
18747,Nitroglycerin BioPhausia; Glyceryltrinitrat; 1 mg/ml; SIFCIF,1,,C01DA02,SIFCIF,1 mg/ml,Nitroglycerin BioPhausia,0.5,AUTO_MAPPED,1361711
18748,PropoVet®; 10 mg/ml; EMUINJ,1,,QN01AX10,EMUINJ,10 mg/ml,PropoVet®,0.5,UNCHECKED,0
18752,Aciklovir STADA®; Aciklovir; 400 mg; TABLET,1,,J05AB01,TABLET,400 mg,Aciklovir STADA®,0.5,AUTO_MAPPED,1703687
18756,Actos; Pioglitazon; 30 mg; TABLET,67,,A10BG03,TABLET,30 mg,Actos,0.5,AUTO_MAPPED,19079293
18759,Duraphat; 5 mg/g; TOOPAS,1,,A01AA01,TOOPAS,5 mg/g,Duraphat,0.5,AUTO_MAPPED,19069022
18761,Flukonazol Mylan; Flukonazol; 100 mg; CAPHAR,1,,J02AC01,CAPHAR,100 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18763,Aciklovir STADA®; Aciklovir; 800 mg; TABLET,1,,J05AB01,TABLET,800 mg,Aciklovir STADA®,0.5,AUTO_MAPPED,1703687
18764,Plavix; Klopidogrel; 75 mg; FICOTA,236,,B01AC04,FICOTA,75 mg,Plavix,0.5,AUTO_MAPPED,19075601
18765,OxyNorm®; Oxikodon; 10 mg/ml; SOLINJ,1,,N02AA05,SOLINJ,10 mg/ml,OxyNorm®,0.5,AUTO_MAPPED,1124957
18767,Ostac; Klodronat; 520 mg; FICOTA,1,,M05BA02,FICOTA,520 mg,Ostac,0.5,AUTO_MAPPED,19024249
18770,Idotrim®; Trimetoprim; 160 mg; TABLET,1,,J01EA01,TABLET,160 mg,Idotrim®,0.5,AUTO_MAPPED,1705674
18771,Fluconazol Takeda; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18772,Flukonazol Mylan; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18776,OxyNorm®; Oxikodon; 10 mg/ml; SOLINJ,1,,N02AA05,SOLINJ,10 mg/ml,OxyNorm®,0.5,AUTO_MAPPED,1124957
18779,Copaxone®; Glatiramer; 20 mg/ml; SOIJPS,1,,L03AX13,SOIJPS,20 mg/ml,Copaxone®,0.5,AUTO_MAPPED,751889
18780,Actos; Pioglitazon; 15 mg; TABLET,140,,A10BG03,TABLET,15 mg,Actos,0.5,AUTO_MAPPED,1525221
18781,Aciklovir STADA®; Aciklovir; 200 mg; TABLET,1,,J05AB01,TABLET,200 mg,Aciklovir STADA®,0.5,AUTO_MAPPED,1703687
18783,Flukonazol Mylan; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18792,Aciklovir STADA®; Aciklovir; 200 mg; TABLET,1,,J05AB01,TABLET,200 mg,Aciklovir STADA®,0.5,AUTO_MAPPED,1703687
18794,Flukonazol Mylan; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18796,Nitroglycerin BioPhausia; Glyceryltrinitrat; 1 mg/ml; SIFCIF,1,,C01DA02,SIFCIF,1 mg/ml,Nitroglycerin BioPhausia,0.5,AUTO_MAPPED,1361711
18805,Flukonazol Mylan; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18816,Flukonazol Mylan; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18820,Aquagen SQ 5-Gräs; Styrkeserie; PSSOIJ,1,,V01AA02,PSSOIJ,Styrkeserie,Aquagen SQ 5-Gräs,0.5,UNCHECKED,0
18824,Fluconazol Takeda; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18827,Flukonazol Mylan; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Flukonazol Mylan,0.5,AUTO_MAPPED,1754994
18834,"Suprefact Depot; Buserelin; 9,45 mg; IMPLAN",1,,L02AE01,IMPLAN,"9,45 mg",Suprefact Depot,0.5,AUTO_MAPPED,19033280
18842,Artrox®; 625 mg; FICOTA,33097,,M01AX05,FICOTA,625 mg,Artrox®,0.5,AUTO_MAPPED,19129266
18845,Videx EC; Didanosin; 250 mg; GARECH,1,,J05AF02,GARECH,250 mg,Videx EC,0.5,AUTO_MAPPED,1724869
18847,Niaspan; 500 mg; PRRETA,73,,C10AD02,PRRETA,500 mg,Niaspan,0.5,AUTO_MAPPED,19078988
18851,Seroquel; Quetiapin; 100 mg; FICOTA,1,,N05AH04,FICOTA,100 mg,Seroquel,0.5,AUTO_MAPPED,766814
18852,Amoxicillin Sandoz; Amoxicillin; 750 mg; DISTAB,1,,J01CA04,DISTAB,750 mg,Amoxicillin Sandoz,0.5,AUTO_MAPPED,1713332
18856,Videx EC; Didanosin; 400 mg; GARECH,1,,J05AF02,GARECH,400 mg,Videx EC,0.5,AUTO_MAPPED,1724869
18857,Colifoam; Hydrokortisonacetat; 10 %; RECFOA,1,,A07EA02,RECFOA,10 %,Colifoam,0.5,AUTO_MAPPED,975125
18858,Niaspan; 500 mg; PRRETA,261,,C10AD02,PRRETA,500 mg,Niaspan,0.5,AUTO_MAPPED,19078988
18860,Gabapentin Mylan; 300 mg; CAPHAR,1,,N03AX12,CAPHAR,300 mg,Gabapentin Mylan,0.5,AUTO_MAPPED,797399
18863,Amoxicillin Sandoz; Amoxicillin; 750 mg; DISTAB,1,,J01CA04,DISTAB,750 mg,Amoxicillin Sandoz,0.5,AUTO_MAPPED,1713332
18866,Kalcitena; Kalciumkarbonat; 500 mg; CHETAB,92,,A12AA04,CHETAB,500 mg,Kalcitena,0.5,AUTO_MAPPED,19074558
18867,Fluconazol Takeda; Flukonazol; 100 mg; CAPHAR,1,,J02AC01,CAPHAR,100 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18868,"Suprefact Depot; Buserelin; 6,3 mg; IMPLAN",1,,L02AE01,IMPLAN,"6,3 mg",Suprefact Depot,0.5,AUTO_MAPPED,19033280
18869,Dolcontin®; 5 mg; PRRETA,1,,N02AA01,PRRETA,5 mg,Dolcontin®,0.5,AUTO_MAPPED,1110410
18873,Niaspan; 750 mg; PRRETA,69,,C10AD02,PRRETA,750 mg,Niaspan,0.5,AUTO_MAPPED,1517991
18874,Amoxicillin Sandoz; Amoxicillin; 750 mg; DISTAB,1,,J01CA04,DISTAB,750 mg,Amoxicillin Sandoz,0.5,AUTO_MAPPED,1713332
18875,Fluconazol Takeda; Flukonazol; 50 mg; CAPHAR,1,,J02AC01,CAPHAR,50 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18876,Fluconazol Takeda; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18877,Kalcitena; Kalciumkarbonat; 500 mg; CHETAB,2256,,A12AA04,CHETAB,500 mg,Kalcitena,0.5,AUTO_MAPPED,19074558
18878,Artrox®; 625 mg; FICOTA,100782,,M01AX05,FICOTA,625 mg,Artrox®,0.5,AUTO_MAPPED,19129266
18880,Dolcontin®; 10 mg; PRRETA,1,,N02AA01,PRRETA,10 mg,Dolcontin®,0.5,AUTO_MAPPED,1110410
18882,Inspra®; Eplerenon; 50 mg; FICOTA,3968,,C03DA04,FICOTA,50 mg,Inspra®,0.5,AUTO_MAPPED,1309801
18884,Niaspan; 1000 mg; PRRETA,204,,C10AD02,PRRETA,1000 mg,Niaspan,0.5,AUTO_MAPPED,1517961
18889,Itraconazol Mylan; Itrakonazol; 100 mg; CAPHAR,1,,J02AC02,CAPHAR,100 mg,Itraconazol Mylan,0.5,AUTO_MAPPED,1703653
18891,Dolcontin®; 30 mg; PRRETA,1,,N02AA01,PRRETA,30 mg,Dolcontin®,0.5,AUTO_MAPPED,1110410
18892,Fluconazol Takeda; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18896,Amoxicillin Sandoz; Amoxicillin; 1 g; DISTAB,1,,J01CA04,DISTAB,1 g,Amoxicillin Sandoz,0.5,AUTO_MAPPED,1713332
18897,Fluconazol Takeda; Flukonazol; 100 mg; CAPHAR,1,,J02AC01,CAPHAR,100 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18898,Fluconazol Takeda; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18900,Itraconazol Mylan; Itrakonazol; 100 mg; CAPHAR,1,,J02AC02,CAPHAR,100 mg,Itraconazol Mylan,0.5,AUTO_MAPPED,1703653
18901,Ebixa; Memantin; 10 mg; FICOTA,1,,N06DX01,FICOTA,10 mg,Ebixa,0.5,AUTO_MAPPED,701322
18903,Zocord®; Simvastatin; 10 mg; FICOTA,918,,C10AA01,FICOTA,10 mg,Zocord®,0.5,AUTO_MAPPED,1539463
18906,Niaspan; 375 mg; PRRETA,219,,C10AD02,PRRETA,375 mg,Niaspan,0.5,AUTO_MAPPED,19129506
18907,Fluconazol Takeda; Flukonazol; 200 mg; CAPHAR,1,,J02AC01,CAPHAR,200 mg,Fluconazol Takeda,0.5,AUTO_MAPPED,1754994
18909,"Carvedilol Sandoz; Karvedilol; 6,25 mg; TABLET",1,,C07AG02,TABLET,"6,25 mg",Carvedilol Sandoz,0.5,AUTO_MAPPED,1346823
18910,Inspra®; Eplerenon; 50 mg; FICOTA,1,,C03DA04,FICOTA,50 mg,Inspra®,0.5,AUTO_MAPPED,1309799
18926,Inspra®; Eplerenon; 50 mg; FICOTA,248,,C03DA04,FICOTA,50 mg,Inspra®,0.5,AUTO_MAPPED,1309801
18928,"Ramipril Sandoz; Ramipril; 1,25 mg; TABLET",16195,,C09AA05,TABLET,"1,25 mg",Ramipril Sandoz,0.5,AUTO_MAPPED,19102169
