source_code,frequency,target_concept_id,target_concept_code,target_concept_name
V2700,39,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
X0804,39,45756367,X08,"Exposure to other specified smoke, fire and flames as an external cause of morbidity and mortality"
W1589,39,45585578,W15,Fall from cliff causing accidental injury
V1938,39,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
W1043,39,45756250,W10,Fall on and from stairs and steps causing accidental injury
Y523,39,45756583,Y52,Adverse effects in the therapeutic use of agents primarily affecting the cardiovascular system
W5598,39,45756306,W55,Bitten or struck by other mammals
W2139,39,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2030,39,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
X6103,39,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V4050,39,45756498,V40,Car occupant injured in collision with pedestrian or animal
W2582,39,45756278,W25,Contact with sharp glass causing accidental injury
W4901,39,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
V4930,39,45756572,V49,Car occupant injured in other and unspecified transport accidents
V1850,39,45756224,V18,Pedal cyclist injured in noncollision transport accident
V8671,39,45756160,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
V2900,39,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
W1040,38,45756250,W10,Fall on and from stairs and steps causing accidental injury
V1830,38,45756224,V18,Pedal cyclist injured in noncollision transport accident
W3003,38,45756283,W30,Contact with agricultural machinery causing accidental injury
W1911,38,45756257,W19,Unspecified fall causing accidental injury
X5022,38,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W5788,38,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
Y782,38,45756717,Y78,Radiological devices associated with adverse incidents
W5972,38,45756310,W59,Bitten or crushed by other reptiles
X6909,38,45585661,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
V0992,38,45756176,V09,Pedestrian injured in other and unspecified transport accidents
Y462,38,45756552,Y46,Adverse effects in the therapeutic use of antiepileptics and antiparkinsonism drugs
W6474,38,45756312,W64,Exposure to other and unspecified animate mechanical forces
W2251,38,45756260,W22,Striking against or struck by other objects causing accidental injury
V2699,38,45756273,V26,Motorcycle rider injured in collision with other nonmotor vehicle
Y412,38,45756527,Y41,Adverse effects in the therapeutic use of other systemic anti-infectives and antiparasitics
W3409,38,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W1769,38,45756255,W17,Other fall from one level to another causing accidental injury
W2241,38,45756260,W22,Striking against or struck by other objects causing accidental injury
V4669,38,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
W2681,38,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
X8149,38,45547154,X81,Intentional self-harm by jumping or lying before moving object
X8399,38,45590555,X83,Intentional self-harm by other specified means
W0718,38,45547041,W07,Fall involving chair causing accidental injury
V2850,38,45756341,V28,Motorcycle rider injured in noncollision transport accident
W2373,38,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
V2980,38,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
V2988,38,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
V0313,38,45756135,V03,"Pedestrian injured in collision with car, pick-up truck or van"
X0889,38,45756367,X08,"Exposure to other specified smoke, fire and flames as an external cause of morbidity and mortality"
V8479,38,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
V1390,38,45756182,V13,"Pedal cyclist injured in collision with car, pick-up truck or van"
W1269,38,45756252,W12,Fall on and from scaffolding causing accidental injury
V8579,38,45756155,V85,Occupant of special construction vehicle injured in transport accident
W4903,38,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
V1449,38,45756183,V14,Pedal cyclist injured in collision with heavy transport vehicle or bus
W5022,37,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
Y811,37,45756720,Y81,General- and plastic-surgery devices associated with adverse incidents
Y2888,37,45756511,Y28,"Contact with sharp object, undetermined intent causing accidental injury"
X0609,37,45756366,X06,Exposure to ignition or melting of other clothing and apparel as an external cause of morbidity and mortality
W5180,37,45756302,W51,Striking against or bumped into by another person
W1204,37,45756252,W12,Fall on and from scaffolding causing accidental injury
W8692,37,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
W1719,37,45756255,W17,Other fall from one level to another causing accidental injury
W2622,37,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
W2981,37,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W5021,37,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0548,37,45756247,W05,Fall involving wheelchair causing accidental injury
W2983,37,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W3189,37,45756284,W31,Contact with other and unspecified machinery causing accidental injury
Y490,37,45756580,Y49,"Adverse effects in the therapeutic use of psychotropic drugs, not elsewhere classified"
W6999,37,45756317,W69,Drowning and submersion while in natural water
X1262,37,45756371,X12,Contact with other hot fluids as an external cause of morbidity and mortality
V1941,37,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
W5701,37,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
V9131,37,45756200,V91,Accident to watercraft causing other injury
V8010,37,45756059,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
W1744,37,45756255,W17,Other fall from one level to another causing accidental injury
Y0459,36,45756471,Y04,Assault by bodily force
Y743,36,45756685,Y74,General hospital and personal-use devices associated with adverse incidents
X5892,36,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V7819,36,45756056,V78,Bus occupant injured in noncollision transport accident
W1910,36,45756257,W19,Unspecified fall causing accidental injury
V8658,36,45756160,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
W010,36,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
Y700,36,45756681,Y70,Anesthesiology devices associated with adverse incidents
V1933,36,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
W1119,36,45756251,W11,Fall on and from ladder causing accidental injury
Y702,36,45756681,Y70,Anesthesiology devices associated with adverse incidents
W5019,36,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
V1831,36,45756224,V18,Pedal cyclist injured in noncollision transport accident
V8004,36,45756059,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
W1951,36,45756257,W19,Unspecified fall causing accidental injury
V0911,36,45756176,V09,Pedestrian injured in other and unspecified transport accidents
X1499,36,45756373,X14,Contact with hot air and gases as an external cause of morbidity and mortality
W5703,36,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
Y0792,36,45595356,Y07,Other maltreatment syndromes
X8199,36,45547154,X81,Intentional self-harm by jumping or lying before moving object
V8691,36,45756160,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
V1894,36,45756224,V18,Pedal cyclist injured in noncollision transport accident
Y773,36,45756716,Y77,Ophthalmic devices associated with adverse incidents
W0722,36,45547041,W07,Fall involving chair causing accidental injury
X5700,36,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
W5200,36,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W1122,36,45756251,W11,Fall on and from ladder causing accidental injury
W2348,35,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W0170,35,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
X1001,35,45756369,X10,"Contact with hot drinks, food, fats and cooking oils as an external cause of morbidity and mortality"
W4402,35,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
X5029,35,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W2284,35,45756260,W22,Striking against or struck by other objects causing accidental injury
W0814,35,45756248,W08,Fall involving other furniture causing accidental injury
V9198,35,45756200,V91,Accident to watercraft causing other injury
V0923,35,45756176,V09,Pedestrian injured in other and unspecified transport accidents
X0003,35,45756360,X00,Exposure to uncontrolled fire in building or structure as an external cause of morbidity and mortality
W2239,35,45756260,W22,Striking against or struck by other objects causing accidental injury
W1793,35,45756255,W17,Other fall from one level to another causing accidental injury
V2891,35,45756341,V28,Motorcycle rider injured in noncollision transport accident
W2804,35,45756281,W28,Contact with powered lawnmower causing accidental injury
X4209,35,45756398,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
X5050,35,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
V8299,35,45756069,V82,Occupant of streetcar injured in transport accident
W1971,35,45756257,W19,Unspecified fall causing accidental injury
X5992,35,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
V6852,35,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
W1862,35,45756256,W18,Other fall on same level causing accidental injury
W2671,35,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
W2400,35,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
V1041,34,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
Y0781,34,45595356,Y07,Other maltreatment syndromes
V5999,34,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
X0904,34,45756368,X09,"Exposure to unspecified smoke, fire and flames as an external cause of morbidity and mortality"
X2009,34,45756379,X20,Contact with venomous snakes and lizards as an external cause of morbidity and mortality
X2000,34,45756379,X20,Contact with venomous snakes and lizards as an external cause of morbidity and mortality
V1359,34,45756182,V13,"Pedal cyclist injured in collision with car, pick-up truck or van"
V4844,34,45756571,V48,Car occupant injured in noncollision transport accident
W22,34,45756260,W22,Striking against or struck by other objects causing accidental injury
X7890,34,45756450,X78,Intentional self-harm by sharp object
V4040,34,45756498,V40,Car occupant injured in collision with pedestrian or animal
V03AF,34,45756135,V03,"Pedestrian injured in collision with car, pick-up truck or van"
Y419,34,45756527,Y41,Adverse effects in the therapeutic use of other systemic anti-infectives and antiparasitics
W2278,34,45756260,W22,Striking against or struck by other objects causing accidental injury
W1892,34,45756256,W18,Other fall on same level causing accidental injury
V4920,34,45756572,V49,Car occupant injured in other and unspecified transport accidents
W3122,34,45756284,W31,Contact with other and unspecified machinery causing accidental injury
Y3401,34,45756517,Y34,"Unspecified event, undetermined intent causing accidental injury"
Y441,34,45756550,Y44,Adverse effects in the therapeutic use of agents primarily affecting blood constituents
W2591,34,45756278,W25,Contact with sharp glass causing accidental injury
V0301,34,45756135,V03,"Pedestrian injured in collision with car, pick-up truck or van"
X5828,34,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V6800,34,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V4361,34,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
Y728,34,45756683,Y72,Otorhinolaryngological devices associated with adverse incidents
V4751,33,45756570,V47,Car occupant injured in collision with fixed or stationary object
W5249,33,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
X6090,33,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
V4958,33,45756572,V49,Car occupant injured in other and unspecified transport accidents
V2981,33,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
W6493,33,45756312,W64,Exposure to other and unspecified animate mechanical forces
W2091,33,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W1329,33,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W3173,33,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W5029,33,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0028,33,45756242,W00,Fall on same level involving ice and snow causing accidental injury
V9399,33,45756210,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
W0541,33,45756247,W05,Fall involving wheelchair causing accidental injury
V2959,33,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
X1100,33,45756370,X11,Contact with hot tap-water as an external cause of morbidity and mortality
W2243,33,45756260,W22,Striking against or struck by other objects causing accidental injury
V9191,33,45756200,V91,Accident to watercraft causing other injury
W2228,33,45756260,W22,Striking against or struck by other objects causing accidental injury
W0794,33,45547041,W07,Fall involving chair causing accidental injury
X0008,33,45756360,X00,Exposure to uncontrolled fire in building or structure as an external cause of morbidity and mortality
X4762,33,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
X61,33,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
X6488,33,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V1044,33,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W1722,33,45756255,W17,Other fall from one level to another causing accidental injury
X5949,33,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
Y364,32,45566315,Y36,Operations of war
W2191,32,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W8662,32,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
V8490,32,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
X3499,32,45575988,X34,Victim of earthquake
W1969,32,45756257,W19,Unspecified fall causing accidental injury
W2294,32,45756260,W22,Striking against or struck by other objects causing accidental injury
W5899,32,45756309,W58,Bitten or struck by crocodile or alligator
W0688,32,45575895,W06,Fall involving bed causing accidental injury
W0024,32,45756242,W00,Fall on same level involving ice and snow causing accidental injury
X6489,32,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W4930,32,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4699,32,45756299,W46,Contact with hypodermic needle
W2394,32,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
Y901,32,45755976,Y90,Evidence of alcohol involvement determined by blood alcohol level
V1988,32,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
W2973,32,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
Y2800,32,45756511,Y28,"Contact with sharp object, undetermined intent causing accidental injury"
Y544,32,45756615,Y54,Adverse effects in the therapeutic use of agents primarily affecting water-balance and mineral and uric acid metabolism
W1954,32,45756257,W19,Unspecified fall causing accidental injury
X4904,32,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
V1931,32,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
X4509,31,45756401,X45,Accidental poisoning by and exposure to alcohol
W1721,31,45756255,W17,Other fall from one level to another causing accidental injury
Y411,31,45756527,Y41,Adverse effects in the therapeutic use of other systemic anti-infectives and antiparasitics
W1884,31,45756256,W18,Other fall on same level causing accidental injury
W0271,31,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0298,31,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W7914,31,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
W0689,31,45575895,W06,Fall involving bed causing accidental injury
W0694,31,45575895,W06,Fall involving bed causing accidental injury
W2273,31,45756260,W22,Striking against or struck by other objects causing accidental injury
X1604,31,45756375,X16,"Contact with hot heating appliances, radiators and pipes as an external cause of morbidity and mortality"
W0072,31,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W1591,31,45585578,W15,Fall from cliff causing accidental injury
W0074,31,45756242,W00,Fall on same level involving ice and snow causing accidental injury
X3181,31,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
V4058,31,45756498,V40,Car occupant injured in collision with pedestrian or animal
V2851,31,45756341,V28,Motorcycle rider injured in noncollision transport accident
W0032,31,45756242,W00,Fall on same level involving ice and snow causing accidental injury
Y546,31,45756615,Y54,Adverse effects in the therapeutic use of agents primarily affecting water-balance and mineral and uric acid metabolism
W0020,31,45756242,W00,Fall on same level involving ice and snow causing accidental injury
X5994,31,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
X5044,31,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W5900,31,45756310,W59,Bitten or crushed by other reptiles
X2799,31,45756386,X27,Contact with other specified venomous animals as an external cause of morbidity and mortality
W2769,31,45756280,W27,Contact with nonpowered hand tool causing accidental injury
X2308,31,45756382,X23,"Contact with hornets, wasps and bees as an external cause of morbidity and mortality"
W0920,31,45756249,W09,Fall involving playground equipment causing accidental injury
W1953,31,45756257,W19,Unspecified fall causing accidental injury
V1994,31,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
X2304,31,45756382,X23,"Contact with hornets, wasps and bees as an external cause of morbidity and mortality"
V0599,31,45756137,V05,Pedestrian injured in collision with railway train or railway vehicle
W0303,31,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
X4992,31,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
V2348,31,45756266,V23,"Motorcycle rider injured in collision with car, pick-up truck or van"
V4810,30,45756571,V48,Car occupant injured in noncollision transport accident
W0513,30,45756247,W05,Fall involving wheelchair causing accidental injury
W1053,30,45756250,W10,Fall on and from stairs and steps causing accidental injury
V8500,30,45756155,V85,Occupant of special construction vehicle injured in transport accident
W2263,30,45756260,W22,Striking against or struck by other objects causing accidental injury
Y0900,30,45561494,Y09,Assault by unspecified means
X4428,30,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W3193,30,45756284,W31,Contact with other and unspecified machinery causing accidental injury
V4951,30,45756572,V49,Car occupant injured in other and unspecified transport accidents
V4460,30,45756543,V44,Car occupant injured in collision with heavy transport vehicle or bus
W0014,30,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W6444,30,45756312,W64,Exposure to other and unspecified animate mechanical forces
V03AF03,30,45756135,V03,"Pedestrian injured in collision with car, pick-up truck or van"
X8400,30,45585673,X84,Intentional self-harm by unspecified means
W0724,30,45547041,W07,Fall involving chair causing accidental injury
X6403,30,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V9891,30,45566176,V98,Other specified transport accidents
W2672,30,45756279,W26,"Contact with knife, sword or dagger causing accidental injury"
Y362,30,45566315,Y36,Operations of war
W5204,30,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
V8148,30,45756062,V81,Occupant of railway train or railway vehicle injured in transport accident
W1390,30,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W6484,30,45756312,W64,Exposure to other and unspecified animate mechanical forces
W0931,29,45756249,W09,Fall involving playground equipment causing accidental injury
W2790,29,45756280,W27,Contact with nonpowered hand tool causing accidental injury
Y770,29,45756716,Y77,Ophthalmic devices associated with adverse incidents
V1802,29,45756224,V18,Pedal cyclist injured in noncollision transport accident
V1944,29,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
V1998,29,45756225,V19,Pedal cyclist injured in other and unspecified transport accidents
V2000,29,45756226,V20,Motorcycle rider injured in collision with pedestrian or animal
Y465,29,45756552,Y46,Adverse effects in the therapeutic use of antiepileptics and antiparkinsonism drugs
V2701,29,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
Y0728,29,45595356,Y07,Other maltreatment syndromes
V4339,29,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
Y0408,29,45756471,Y04,Assault by bodily force
X6900,29,45585661,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
X6699,29,45756445,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
X4709,29,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
X4500,29,45756401,X45,Accidental poisoning by and exposure to alcohol
V8003,29,45756059,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
X2699,29,45756385,X26,Contact with venomous marine animals and plants as an external cause of morbidity and mortality
V8399,29,45756144,V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident
X0693,29,45756366,X06,Exposure to ignition or melting of other clothing and apparel as an external cause of morbidity and mortality
W6421,29,45756312,W64,Exposure to other and unspecified animate mechanical forces
W6001,29,45756311,W60,Contact with plant thorns and spines and sharp leaves
W5979,29,45756310,W59,Bitten or crushed by other reptiles
W0011,29,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W0038,29,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W0219,29,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0234,29,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0930,29,45756249,W09,Fall involving playground equipment causing accidental injury
W4959,29,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4904,29,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W3188,29,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W3142,29,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W2971,29,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2242,29,45756260,W22,Striking against or struck by other objects causing accidental injury
X2003,28,45756379,X20,Contact with venomous snakes and lizards as an external cause of morbidity and mortality
Y2803,28,45756511,Y28,"Contact with sharp object, undetermined intent causing accidental injury"
W1208,28,45756252,W12,Fall on and from scaffolding causing accidental injury
V9719,28,45756240,V97,Other specified air transport accidents
V3899,28,45756495,V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
W2922,28,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
Y531,28,45756584,Y53,Adverse effects in the therapeutic use of agents primarily affecting the gastrointestinal system
V8249,28,45756069,V82,Occupant of streetcar injured in transport accident
X1962,28,45756378,X19,Contact with other and unspecified heat and hot substances as an external cause of morbidity and mortality
V3939,28,45756496,V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
W6473,28,45756312,W64,Exposure to other and unspecified animate mechanical forces
Y079,28,45595356,Y07,Other maltreatment syndromes
X0901,28,45756368,X09,"Exposure to unspecified smoke, fire and flames as an external cause of morbidity and mortality"
W5229,28,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W3179,28,45756284,W31,Contact with other and unspecified machinery causing accidental injury
V7959,28,45756057,V79,Bus occupant injured in other and unspecified transport accidents
V8089,28,45756059,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
W8709,28,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
X6709,28,45604952,X67,Intentional self-poisoning by and exposure to other gases and vapors
X8409,28,45585673,X84,Intentional self-harm by unspecified means
X649,28,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V4904,28,45756572,V49,Car occupant injured in other and unspecified transport accidents
W0053,28,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W3799,28,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
X1208,28,45756371,X12,Contact with other hot fluids as an external cause of morbidity and mortality
V1141,28,45756178,V11,Pedal cyclist injured in collision with other pedal cycle
W5490,28,45756305,W54,Bitten or struck by dog
Y758,28,45756686,Y75,Neurological devices associated with adverse incidents
W1831,28,45756256,W18,Other fall on same level causing accidental injury
W3149,28,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W2552,28,45756278,W25,Contact with sharp glass causing accidental injury
V8679,28,45756160,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
W4491,28,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
X6101,28,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
W4582,28,45756298,W45,Foreign body or object entering through skin causing accidental injury
X5084,28,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
X5059,28,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
Y0441,28,45756471,Y04,Assault by bodily force
Y0429,28,45756471,Y04,Assault by bodily force
W3130,28,45756284,W31,Contact with other and unspecified machinery causing accidental injury
Y0491,28,45756471,Y04,Assault by bodily force
X3149,27,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
X0401,27,45756364,X04,Exposure to ignition of highly flammable material as an external cause of morbidity and mortality
V4853,27,45756571,V48,Car occupant injured in noncollision transport accident
V4760,27,45756570,V47,Car occupant injured in collision with fixed or stationary object
X6404,27,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W0611,27,45575895,W06,Fall involving bed causing accidental injury
W5699,27,45756307,W56,Contact with marine animal
W0792,27,45547041,W07,Fall involving chair causing accidental injury
W5103,27,45756302,W51,Striking against or bumped into by another person
W2782,27,45756280,W27,Contact with nonpowered hand tool causing accidental injury
W2351,27,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W5901,27,45756310,W59,Bitten or crushed by other reptiles
W1014,27,45756250,W10,Fall on and from stairs and steps causing accidental injury
X4990,27,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
Y2909,27,45756512,Y29,"Contact with blunt object, undetermined intent causing accidental injury"
V2931,27,45756342,V29,Motorcycle rider injured in other and unspecified transport accidents
Y3439,27,45756517,Y34,"Unspecified event, undetermined intent causing accidental injury"
W0344,27,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W2592,27,45756278,W25,Contact with sharp glass causing accidental injury
Y741,27,45756685,Y74,General hospital and personal-use devices associated with adverse incidents
Y740,27,45756685,Y74,General hospital and personal-use devices associated with adverse incidents
V2741,27,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
W3318,27,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W5581,27,45756306,W55,Bitten or struck by other mammals
W4590,26,45756298,W45,Foreign body or object entering through skin causing accidental injury
W0320,26,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W1379,26,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
V4363,26,45756542,V43,"Car occupant injured in collision with car, pick-up truck or van"
X64,26,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
Y3498,26,45756517,Y34,"Unspecified event, undetermined intent causing accidental injury"
W1773,26,45756255,W17,Other fall from one level to another causing accidental injury
W5002,26,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
X0903,26,45756368,X09,"Exposure to unspecified smoke, fire and flames as an external cause of morbidity and mortality"
Y478,26,45756553,Y47,"Adverse effects in the therapeutic use of sedatives, hypnotics and antianxiety drugs"
X3100,26,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
X9949,26,45756467,X99,Assault by sharp object
V4409,26,45756543,V44,Car occupant injured in collision with heavy transport vehicle or bus
Y498,26,45756580,Y49,"Adverse effects in the therapeutic use of psychotropic drugs, not elsewhere classified"
V4559,26,45756545,V45,Car occupant injured in collision with railway train or railway vehicle
X5703,26,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
W1820,26,45756256,W18,Other fall on same level causing accidental injury
V2819,26,45756341,V28,Motorcycle rider injured in noncollision transport accident
V4868,26,45756571,V48,Car occupant injured in noncollision transport accident
X0801,26,45756367,X08,"Exposure to other specified smoke, fire and flames as an external cause of morbidity and mortality"
W0069,26,45756242,W00,Fall on same level involving ice and snow causing accidental injury
X2899,26,45756387,X28,Contact with other specified venomous plants as an external cause of morbidity and mortality
X1008,26,45756369,X10,"Contact with hot drinks, food, fats and cooking oils as an external cause of morbidity and mortality"
W1784,26,45756255,W17,Other fall from one level to another causing accidental injury
W1173,26,45756251,W11,Fall on and from ladder causing accidental injury
Y0783,26,45595356,Y07,Other maltreatment syndromes
W4908,26,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
Y0899,26,45756474,Y08,Assault by other specified means
V9610,26,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
