source_code,source_description
FNJ10,Obliteration av koronarfistel
FNJ12,Perkutan transluminal slutning av koronarfistel
FNJ96,Annan operation vid koronarfistel (i)
FNK00,Transponering av koronarartär
FNK10,Pulmonalisartärplastik med anastomos till aorta
FNK20,Ligatur och bypass-rekonstruktion vid anomal koronarartär
FNK96,Annan operation vid anomal koronarartär (i)
FNW96,Annan operation på koronarartär (i)
FNW98,Annan perkutan transluminal operation på koronarartär (i)
FPA00,Delning av anteroseptal ledningsskänkel
FPA10,Delning av posteroseptal ledningsskänkel
FPA20,Delning av högersidig ledningsskänkel
FPA30,Delning av vänstersidig ledningsskänkel
FPA40,Delning av multipla ledningsskänklar
FPA96,Annan operation för supraventrikulär arytmi (i)
FPB00,Excision av ektopiskt hjärtfokus
FPB10,Kryoablation av ektopiskt hjärtfokus
FPB12,Transvasal kryoablation av ektopiskt hjärtfokus
FPB20,Radiofrekvensablation av aberrant hjärtfokus (i)
FPB22,Transvenös radiofrekvensablation av aberrant retledningsbana eller arytmifokus (i)
FPB32,Transvenös radiofrekvensablation av vena pulmonalisfokus eller -bana
FPB96,Annan excision eller ablation av aberrant hjärtfokus (i)
FPC00,Begränsad endokardiell resektion för ventrikulära arytmier
FPC10,Omfattande endokardiell resektion för ventrikulära arytmier
FPC96,Annan endokardiell resektion för ventrikulära arytmier (i)
FPD00,Labyrintoperation för förmaksflimmer
FPD96,Annan operation för förmaksflimmer (i)
FPE00,Inläggande av transvenös pacemaker med ventrikelelektrod
FPE10,Inläggande av transvenös pacemaker med förmakselektrod
FPE20,Inläggande av transvenös pacemaker med förmaks- och ventrikelelektrod
FPE26,Inläggande av transvenös pacemaker med biventrikulära elektroder
FPE30,Byte av pulsgenerator vid permanent transvenös pacemaker
FPE40,Byte av elektrod vid permanent transvenös pacemaker
FPE96,Annat inläggande eller byte av transvenös pacemaker (i)
FPF00,Inläggande av epikardiell pacemaker med ventrikelelektrod
FPF10,Inläggande av epikardiell pacemaker med förmakselektrod
FPF20,Inläggande av epikardiell pacemaker med förmaks- och ventrikelelektrod
FPF30,Byte av pulsgenerator vid epikardiell pacemaker
FPF40,Byte av elektrod vid epikardiell pacemaker
FPF96,Annat inläggande eller byte av permanent epikardiell pacemaker (i)
FPG10,Öppet inläggande av epikardiell kardiovertor-defibrillator
FPG20,Inläggande av epikardiell kardiovertor-defibrillator vid samtidig hjärtkirurgi
FPG30,Inläggande av transvenös kardioverter-defibrillator och kammarelektrod
FPG33,Inläggande av transvenös kardioverter-defibrillator samt förmaks- och kammarelektrod
FPG36,Inläggande av transvenös kardioverter-defibrillator med biventrikulära elektroder
FPG40,Byte av pulsgenerator i transvenöst kardioverter-defibrillatorsystem
FPG43,Byte av elektrod i transvenöst kardioverter-defibrillatorsystem
FPG96,Annat inläggande av permanent kardiovertor-defibrillator (i)
FPH00,Transvenös extraktion av transvenöst system
FPH10,Öppet avlägsnande av transvenöst system
FPH20,Öppet avlägsnande av epikardiellt system
FPH96,"Annan operation för avlägsnande av pacemaker, defibrillator eller pulsgenerator (i)"
FPJ00,Revision av pacemaker eller elektrod
FPK00,Inläggande av elektrokardiograf med loop recorder
FPW96,Annan operation för arytmi eller överledningssrubbningar (i)
FQA00,Ortotop hjärttransplantation
FQA10,Ortotop hjärttransplantation med bikaval anastomos
FQA20,Ortotop hjärttransplantation med rekonstruktion av mottagarens förmak eller systemvenösa förbindelser
FQA30,Heterotop hjärttransplantation
FQA40,Hjärttransplantation med levande donator
FQA96,Annan hjärttransplantation (i)
FQB00,Hjärt-lungtransplantation
FQB10,Hjärt-lungtransplantation med bikaval anastomos
FQB20,Hjärt-lungtransplantation med rekonstruktion av mottagarens förmak eller systemvenösa förbindelser
FQB30,Hjärt-lungtransplantation med revaskularisering av bronkialartärer
FQB96,Annan hjärt-lungtransplantation (i)
FQW96,Annan operation vid hjärt- eller hjärt-lungtransplantation (i)
FWA00,Reoperation för sårruptur
FWB00,Reoperation för ytlig infektion
FWC00,Reoperation för djup infektion
FWD00,Reoperation för ytlig blödning
FWE00,Reoperation för djup blödning
FWF00,Reoperation för anastomos- eller suturinsufficiens
FWG00,Reoperation för trombos eller emboli
FWG02,Angioskopisk reoperation för trombos eller emboli
FWW96,Annan reoperation på hjärtat eller stora intratorakala kärl (i)
FWW98,Annan angioskopisk reoperation på hjärtat eller stora intratorakala kärl
FXA00,Total kardiopulmonal bypass i normotermi eller moderat hypotermi
FXA10,Total kardiopulmonal bypass i djup hypotermi
FXA13,Total kardiopulmonal bypass i djup hypotermi och endast cerebral perfusion vid samtidig kirurgisk åtgärd
FXA20,Total kardiopulmonal bypass i djup hypotermi och hjärtstillestånd
FXA96,Annan intraoperativ total kardiopulmonal bypass (i)
FXB00,Intraoperativ partiell kardiopulmonal bypass
FXC00,Partiell kardiopulmonal bypass utan användande av oxygenator
FXD00,Användande av ECHLA utan samtidig kirurgisk åtgärd
FXE00,Användande av ECMO (ECLA) i samband med kirurgisk åtgärd (i)
FXF00,Dekanylering efter ECHLA eller ECLA
FXG00,Användande av IABP
FXH00,Avlägsnande av IABP
FXJ00,Inläggande av PABP
FXK00,Avlägsnande av PABP
FXL10,Inläggande och användande av extrakorporeal VAD
FXL20,Inläggande och användande av parakorporeal VAD
FXL30,Inläggande och användande av intrakorporeal VAD
FXM10,Avlägsnande av extrakorporeal VAD
FXM20,Avlägsnande av parakorporeal VAD
FXM30,Avlägsnande av intrakorporeal VAD
FXN00,Implantation av konstgjort hjärta (TAH)
FXP00,Hemofiltration eller hemodialys under kardiopulmonal bypass
GAA10,Inläggande av toraxdränage
GAA15,Inläggande av toraxdränage med kostaresektion
GAA20,Pleurostomi
GAA31,Torakoskopi
GAA96,Annat öppet eller perkutant dränageingrepp i pleurahåla (i)
GAA97,Annat torakoskopiskt dränageingrepp i pleurahåla (i)
GAB00,Nödtorakotomi
GAB10,"Torakotomi, antero- eller posterolateral"
GAB13,"Torakotomi, transaxillär"
GAB20,"Torakotomi, median sternotomi"
GAB30,Parasternal minitorakotomi
GAB96,Annan torakotomi (i)
GAC00,Biopsi av pleura
GAC01,Endoskopisk biopsi av pleura
GAC10,Avlägsnande av främmande kropp i pleurahåla
GAC11,Endoskopiskt avlägsnande av främmande kropp i pleurahåla
GAC20,Exstirpation eller destruktion av lokal förändring i pleura
GAC21,Endoskopisk exstirpation eller destruktion av lokal förändring i pleura
GAC30,Anläggande av terapeutisk pneumotorax
GAC33,Pleurodes
GAC34,Endoskopisk pleurodes
GAC36,Kemisk pleurodes
GAC37,Endoskopisk kemisk pleurodes
GAC40,Pleurodes med pleurektomi
GAC41,Endoskopisk pleurodes med pleurektomi
GAC43,Total pleurektomi
GAC44,Endoskopisk total pleurektomi
GAC46,Partiell pleurektomi
GAC47,Endoskopisk partiell pleurektomi
GAC96,Annan operation på pleura (i)
GAC97,Annan endoskopisk operation på pleura (i)
GAC98,Annan operation på pleura via pleurokutant fönster (i)
GAD00,Torakoplastik utan plombering
GAD03,Torakoplastik med plombering
GAD10,Avlägsnande av intratorakal plombering
GAD96,Annan torakoplastikoperation (i)
GAE00,Incision i bröstväggen
GAE03,Sutur av bröstväggen
GAE06,Exstirpation av lokal förändring i bröstväggen
GAE10,Slutning av pleurostomi
GAE16,Resektion av bröstväggen
GAE20,Resektion av bröstväggen och rekonstruktion med muskel- eller hudplastik
GAE23,Resektion av bröstväggen och rekonstruktion med implantat eller protes
GAE26,Stabilisering av bröstväggen vid skada
GAE30,Operation för kombinerad skada på bröstväggen och diafragma
GAE40,Operation för thoracic outlet syndrome
GAE50,Rekonstruktion av bröstväggen
GAE53,Avlägsnande av främmande kropp från bröstväggen
GAE96,"Annan incision i, biopsi, resektion eller rekonstruktion av bröstväggen (i)"
GAF00,Korrektion av pectus carinatum
GAF03,Korrektion av pectus excavatum
GAF10,Avlägsnande av implantat i bröstväggen efter operation för anomali eller defekt
GAF96,Annan rekonstruktiv operation vid bröstväggsanomalier eller -defekter (i)
GAG00,Transtorakal biopsi av diafragma
GAG01,Torakoskopisk biopsi av diafragma
GAG10,Transtorakal exstirpation eller destruktion av lokal förändring i diafragma
GAG11,Torakoskopisk exstirpation eller destruktion av lokal förändring i diafragma
GAG20,Transtorakalt avlägsnande av främmande kropp i diafragma
GAG21,Torakoskopiskt avlägsnande av främmande kropp i diafragma
GAG30,Transtorakal operation av diafragmaruptur
GAG31,Torakoskopisk operation av diafragmaruptur
GAG33,Transtorakal resektion av diafragma
GAG36,Transtorakal resektion och rekonstruktion av diafragma med transplantat
GAG40,Transtorakal slutning av torakoabdominell fistel
GAG50,Transtorakal rekonstruktion av diafragmadefekt
GAG96,Annan transtorakal operation på diafragma (i)
GAG97,Annan torakoskopisk operation på diafragma (i)
GAW96,"Annan transtorakal operation på bröstväggen, pleura eller diafragma (i)"
GAW97,"Annan torakoskopisk operation på bröstväggen, pleura eller diafragma (i)"
GBA00,Trakeotomi
GBA10,Trakeotomi med avlägsnande av främmande kropp
GBA12,Endoskopisk extraktion av främmande kropp i trakea
GBA22,Endoskopisk exstirpation av lokal förändring i trakea
GBA25,Endoskopisk elektrokoagulation av lokal förändring i trakea
GBA28,Endoskopisk laserbehandling av lokal förändring i trakea
GBA32,Endoskopisk dilatation av trakea
GBA35,Endoskopisk inläggning av stent i trakea
GBA40,Sutur av trakea
GBA46,Plastikoperation på trakea
GBA50,Rekonstruktion av trakea utan protes
GBA53,Rekonstruktion av trakea med protes
GBA96,Annan operation för skada eller lokal förändring i trakea (i)
GBA98,Annan endoskopisk operation för skada eller lokal förändring i trakea (i)
GBB00,Trakeostomi
GBB03,Perkutan trakeostomi
GBB13,Revision av trakeostomi
GBB18,Slutning av trakeostomi
GBB96,Annan trakeostomioperation (i)
GBC00,Resektion och sutur av trakea
GBC03,Resektion av trakea med reanastomos
GBC06,Resektion och rekonstruktion av trakea med protes
GBC10,Resektion och rekonstruktion av carina
GBC13,Resektion och rekonstruktion av carina med implantat
GBC96,Annan resektion eller rekonstruktion av trakea (i)
GBW96,Annan operation på trakea (i)
GBW98,Annan endoskopisk operation på trakea (i)
GCA02,Endobronkial elektrokoagulation av lokal förändring
GCA05,Endobronkial laserbehandling av lokal förändring
GCA06,Exstirpation av lokal förändring i bronk
GCA08,Endobronkial exstirpation av lokal förändring
GCA10,Avlägsnande av främmande kropp i bronk
GCA12,Endobronkial extraktion av främmande kropp
GCA18,Endoskopisk dilatation av bronk
GCA20,Sutur eller rekonstruktion av bronk vid skada
GCA26,Bronkoplastik
GCA30,Bronkoplastik med protes
GCA32,Endoskopisk inläggning av stent i bronk
GCA40,Slutning av bronkopleural fistel
GCA42,Endoskopisk slutning av bronkopleural fistel
GCA43,Annan slutning av bronkopleural fistel (i)
GCA50,Resektion av bronk
GCA60,Resektion av bronk med anastomos ända till ända
GCA70,Resektion och rekonstruktion av bronk med protes
GCA96,Annan operation på bronk (i)
GCA98,Annan endoskopisk operation på bronk
GDA00,Incision i lunga
GDA01,Endoskopisk incision i lunga
GDA10,Lungbiopsi
GDA11,Torakoskopisk lungbiopsi
GDA20,Exstirpation av lokal förändring i lunga
GDA21,Torakoskopisk exstirpation av lokal förändring i lunga
GDA30,Lungincision och extraktion av främmande kropp
GDA31,Torakoskopisk lungincision och extraktion av främmande kropp
GDA40,Revision och sutur av lungskada
GDA41,Torakoskopisk revision och sutur av lungskada
GDA96,"Annan incision i, lokal exstirpation eller sutur av lunga (i)"
GDA97,"Annan torakoskopisk incision i, lokal exstirpation eller sutur av lunga (i)"
GDA98,"Annan bronkoskopisk incision i, lokal exstirpation eller sutur av lunga (i)"
GDB00,Resektion av bullae
GDB01,Torakoskopisk resektion av bullae
GDB10,Lungresektion
GDB11,Torakoskopisk lungresektion
GDB20,Segmentresektion av lunga
GDB21,Torakoskopisk segmentresektion av lunga
GDB96,Annan lungresektion (i)
GDB97,Annan torakoskopisk lungresektion (i)
GDC00,Lobektomi av lunga
GDC01,Torakoskopisk lobektomi av lunga
GDC10,Bilobektomi av lunga
GDC11,Torakoskopisk bilobektomi av lunga
GDC13,Utvidgad lobektomi eller bilobektomi av lunga
GDC20,Lobektomi av lunga med sleeveresektion
GDC23,Lobektomi av lunga med segmentresektion
GDC26,Lobektomi av lunga med annan resektion (i)
GDC96,Annan lobektomioperation på lunga (i)
GDC97,Annan torakoskopisk lobektomioperation på lunga (i)
GDD00,Pulmektomi
GDD01,Torakoskopisk pulmektomi
GDD10,Pleuropulmektomi
GDD11,Torakoskopisk pleuropulmektomi
GDD20,Utvidgad pulmektomi
GDD23,Pulmektomi och resektion av karina
GDD26,Pulmektomi och resektion av bronk eller trakea
GDD96,Annan pulmektomi (i)
GDD97,Annan torakoskopisk pulmektomi (i)
GDG00,Unilateral lungtransplantation
GDG03,Unilateral lungtransplantation med revaskularisering av bronkialartärer
GDG10,Bilateral lungtransplantation
GDG13,Lungtransplantation en bloc med revaskularisering av bronkialartärer
GDG30,Lungtransplantation med levande donator
GDG96,Annan lungtransplantation (i)
GDW96,Annan operation på lunga (i)
GDW97,Annan torakoskopisk operation på lunga (i)
GDW98,Annan bronkoskopisk operation på lunga
GEA00,Mediastinoskopi
GEA10,Mediastinoskopi med avlägsnande av främmande kropp
GEA20,Mediastinoskopi med exstirpation av lokal förändring
GEA96,Annan mediastinoskopisk operation
GEB10,Mediastinotomi
GEB20,Mediastinotomi med exstirpation av främmande kropp
GEB30,Mediastinotomi med exstirpation av lokal förändring
GEB40,Mediastinotomi och utvidgad exstirpation
GEB96,Annan operation via mediastinotomi (i)
GEC00,Biopsi av tymus
GEC03,Endoskopisk biopsi av tymus
GEC10,Transcervikal resektion av tymus
GEC13,Transsternal resektion av tymus
GEC14,Torakoskopisk resektion av tymus
GEC16,Endoskopisk resektion av tymus
GEC20,Transcervikal tymektomi
GEC23,Transsternal tymektomi
GEC24,Torakoskopisk tymektomi
GEC26,Endoskopisk tymektomi
GEC93,Annan endoskopisk operation på tymus (i)
GEC96,Annan operation på tymus (i)
GEC97,Annan torakoskopisk operation på tymus
GEW96,Annan operation i mediastinum (i)
GWA00,Reoperation för sårruptur
GWB00,Reoperation för ytlig infektion
GWC00,Reoperation för djup infektion
GWC01,Perkutan endoskopisk reoperation för djup infektion
GWD00,Reoperation för ytlig blödning
GWE00,Reoperation för djup blödning
GWE01,Perkutan endoskopisk reoperation för djup blödning
GWF00,Reoperation för anastomos- eller suturinsufficiens
GWF01,Perkutan endoskopisk reoperation för anastomos- eller suturinsufficiens
GWW96,"Annan reoperation på bröstvägg, pleura, mediastinum, diafragma, trakea, bronker eller lungor (i)"
GWW97,"Annan perkutan endoskopisk reoperation på bröstvägg, pleura, mediastinum, diafragma, trakea, bronker eller lungor (i)"
GWW98,"Annan transluminal endoskopisk reoperation på bröstvägg, pleura, mediastinum, diafragma, trakea, bronker eller lungor (i)"
HAA00,Incision i bröstkörtel
HAA01,Sutur av bröstkörtel
HAA10,Biopsi av bröstkörtel
HAB00,Exstirpation av förändring i bröstkörtel
HAB20,Resektion eller exstirpation av mjölkgång
HAB30,Exstirpation av areola eller mamill
HAB40,Resektion av bröstkörtel
HAB99,Annan resektion av bröstkörtel (i)
HAC10,Subkutan mastektomi med bevarad mamill
HAC15,Subkutan mastektomi med excision av mamill
HAC20,Mastektomi
HAC22,Modifierad radikal mastektomi
HAC25,Radikal mastektomi
HAC30,Exstirpation av aberrant bröstkörtel eller mamill
HAC99,Annan mastektomi (i)
HAD00,Förstoring av bröst
HAD10,Förstoring av bröst med protes
HAD20,Fettsugning i bröst
HAD30,Reduktion av bröst med transposition av areola
HAD35,Reduktion av bröst med transplantation av areola
HAD40,Mastopexi
HAD45,Korrektion av inverterad mamill
HAD50,Avlägsnande av inopererad bröstprotes
HAD55,Kapselklyvning i bröst
HAD57,Exstirpation av fibrös kapsel kring bröstimplantat
HAD60,Byte av bröstprotes
HAD99,Annan korrektiv operation på bröst (i)
HAE00,Rekonstruktion av bröst med protes
HAE05,Rekonstruktion av bröst med lambå och protes
HAE10,Rekonstruktion av bröst med transplantat eller lambå
HAE20,Rekonstruktion av areola och mamill med transplantat eller lambå
HAE99,Annan rekonstruktion av bröst (i)
HAF00,Lokal excision av cancerrecidiv eller metastas
HAF10,Rekonstruktion efter excision av bröstcancerrecidiv med transplantat eller lambå
HAF20,Rekonstruktion efter excision av bröstcancerrecidiv med främmande material
HAF99,Annan operation vid lokalrecidiv av bröstcancer (i)
HWA00,Reoperation för sårruptur
HWB00,Reoperation för ytlig infektion
HWC00,Reoperation för djup infektion
HWD00,Reoperation för ytlig blödning
HWE00,Reoperation för djup blödning
HWF00,Reoperation för anastomos- eller suturinsufficiens
HWW99,Annan reoperation på bröstkörtel (i)
JAA00,Incision i bukvägg
JAA10,Exstirpation av förändring i bukvägg
JAA11,Laparoskopisk biopsi eller lokal exstirpation av förändring i bukvägg
JAA13,Utvidgad exstirpation vid omfattande nekrotiserande bukväggstillstånd
JAA20,Öppen exploration av ljumskkanal
JAA21,Laparoskopisk exploration av ljumskkanal
JAA23,Öppen exploration av ljumskkanal med avlägsnande av nät eller fixation
JAA24,Laparoskopisk exploration av ljumskkanal med avlägsnande av nät eller fixation
JAA96,Annan operation på bukvägg (i)
JAA97,Annan laparoskopisk operation på bukvägg
JAB00,Öppen operation av ljumskbråck med exicision av bråcksäck
JAB01,Laparoskopisk operation av ljumskbråck med exicision av bråcksäck
JAB04,Endoskopisk extraperitoneal operation av ljumskbråck med exicision av bråcksäck
JAB10,"Öppen operation av ljumskbråck med suturplastik, Shouldice m fl"
JAB11,Laparoskopisk operation av ljumskbråck med suturplastik
JAB14,Endoskopisk extraperitoneal operation av ljumskbråck med suturplasik
JAB20,Öppen operation av ljumskbråck med implantat framför bukväggens aponeuros (onlay)
JAB30,Öppen operation av ljumskbråck med implantat mellan bukväggens muskellager (interstitiell) Lichtenstein m fl
JAB40,Öppen operation av ljumskbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAB41,Laparoskopisk operation av ljumskbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) TAPP
JAB44,Endoskopisk extraperitoneal operation av ljumskbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) TEP
JAB50,Öppen operation av ljumskbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAB51,Laparoskopisk operation av ljumskbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAB60,Öppen operation av ljumskbråck med implantat i bråckporten (inlay)
JAB61,Laparoskopisk operation av ljumskbråck med implantat i bråckporten (inlay)
JAB70,Öppen operation av ljumskbråck med implantat i flera lager
JAB71,Laparoskopisk operation av ljumskbråck med implantat i flera lager
JAB80,Annan öppen operation av ljumskbråck
JAB81,Annan laparoskopisk operation av ljumskbråck
JAB84,Annan endoskopisk extraperitoneal operation av ljumskbråck
JAC10,Öppen operation av femoralbråck med suturplastik
JAC11,Laparoskopisk operation av femoralbråck med suturplastik
JAC14,Endoskopisk operation av femoralbråck med extraperitoneal suturplasik
JAC20,Öppen operation av femoralbråck med implantat framför bukväggens aponeuros (onlay)
JAC30,Öppen operation av femoralbråck med implantat mellan bukväggens muskellager (interstitiell) Lichtenstein m fl
JAC40,Öppen operation av femoralbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAC41,Laparoskopisk operation av femoralbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) TAPP
JAC44,Endoskopisk extraperitoneal operation av femoralbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) TEP
JAC50,Öppen operation av femoralbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAC51,Laparoskopisk operation av femoralbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAC60,Öppen operation av femoralbråck med implantat i bråckporten (inlay)
JAC61,Laparoskopisk operation av femoralbråck med implantat i bråckporten (inlay)
JAC70,Öppen operation av femoralbråck med implantat i flera lager
JAC71,Laparoskopisk operation av femoralbråck med implantat i flera lager
JAC80,Annan öppen operation av femoralbråck
JAC81,Annan laparoskopisk operation av femoralbråck
JAC84,Annan endoskopisk extraperitoneal operation av femoralbråck
JAD10,Öppen operation av ärrbråck med suturplastik
JAD11,Laparoskopisk operation av ärrbråck med suturplastik
JAD13,Öppen operation av ärrbråck med suturplastik och avlastande incision
JAD20,Öppen operation av ärrbråck med implantat framför bukväggens aponeuros (onlay)
JAD23,Öppen operation av ärrbråck med implantat framför bukväggens aponeuros (onlay) och avlastande incision
JAD30,Öppen operation av ärrbråck med implantat mellan bukväggens muskellager (interstitiell)
JAD33,Öppen operation av ärrbråck med implantat mellan bukväggens muskellager (interstitiell) och avlastande incision
JAD40,Öppen operation av ärrbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAD41,Laparoskopisk operation av ärrbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAD43,Öppen operation av ärrbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) och avlastande incision
JAD47,Laparoskopisk operation av ärrbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay) och avlastande incision
JAD50,Öppen operation av ärrbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAD51,Laparoskopisk operation av ärrbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAD60,Öppen operation av ärrbråck med implantat i bråckporten (inlay)
JAD61,Laparoskopisk operation av ärrbråck med implantat i bråckporten (inlay)
JAD63,Öppen operation av ärrbråck med implantat i bråckporten (inlay) och avlastande incision
JAD67,Laparoskopisk operation av ärrbråck med implantat i bråckporten (inlay) och avlastande incision
JAD70,Öppen operation av ärrbråck med implantat i flera lager
JAD71,Laparoskopisk operation av ärrbråck med implantat i flera lager
JAD73,Öppen operation av ärrbråck med implantat i flera lager och avlastande incision
JAD80,Annan öppen operation av ärrbråck
JAD81,Annan laparoskopisk operation av ärrbråck
JAD84,Annan endoskopisk extraperitoneal operation av ärrbråck
JAD87,Annan laparoskopisk operation av ärrbråck med avlastande incision
JAE10,Öppen operation av epigastrikabråck med suturplastik
JAE11,Laparoskopisk operation av epigastrikabråck med suturplastik
JAE20,Öppen operation av epigastrikabråck med implantat framför bukväggens aponeuros (onlay)
JAE30,Öppen operation av epigastrikabråck med implantat mellan bukväggens muskellager (interstitiell)
JAE40,Öppen operation av epigastrikabråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAE41,Laparoskopisk operation av epigastrikabråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAE50,Öppen operation av epigastrikabråck med implantat på bukhinnan intraperitonealt (IPOM)
JAE51,Laparoskopisk operation av epigastrikabråck med implantat på bukhinnan intraperitonealt (IPOM)
JAE60,Öppen operation av epigastrikabråck med implantat i bråckporten (inlay)
JAE61,Laparoskopisk operation av epigastrikabråck med implantat i bråckporten (inlay)
JAE70,Öppen operation av epigastrikabråck med implantat i flera lager
JAE71,Laparoskopisk operation av epigastrikabråck med implantat i flera lager
JAE80,Annan öppen operation av epigastrikabråck
JAE81,Annan laparoskopisk operation av epigastrikabråck
JAE84,Annan endoskopisk extraperitoneal operation av epigastrikabråck
JAF10,Öppen operation av navelbråck med suturplastik
JAF11,Laparoskopisk operation av navelbråck med suturplastik
JAF20,Öppen operation av navelbråck med implantat framför bukväggens aponeuros (onlay)
JAF30,Öppen operation av navelbråck med implantat mellan bukväggens muskellager (interstitiell)
JAF40,Öppen operation av navelbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAF41,Laparoskopisk operation av navelbråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAF50,Öppen operation av navelbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAF51,Laparoskopisk operation av navelbråck med implantat på bukhinnan intraperitonealt (IPOM)
JAF60,Öppen operation av navelbråck med implantat i bråckporten (inlay)
JAF61,Laparoskopisk operation av navelbråck med implantat i bråckporten (inlay)
JAF70,Öppen operation av navelbråck med implantat i flera lager
JAF71,Laparoskopisk operation av navelbråck med implantat i flera lager
JAF80,Annan öppen operation av navelbråck
JAF81,Annan laparoskopisk operation av navelbråck
JAF84,Annan endoskopisk extraperitoneal operation av navelbråck
JAG10,Öppen operation av andra bukväggsbråck och defekter med suturplastik
JAG11,Laparoskopisk operation av andra bukväggsbråck och defekter med suturplastik
JAG20,Öppen operation av andra bukväggsbråck och defekter med implantat framför bukväggens aponeuros (onlay)
JAG30,Öppen operation av andra bukväggsbråck och defekter med implantat mellan bukväggens muskellager (interstitiell)
JAG40,Öppen operation av andra bukväggsbråck och defekter med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAG41,Laparoskopisk operationav andra bukväggsbråck och defekter med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAG50,Öppen operation av andra bukväggsbråck och defekter med implantat på bukhinnan intraperitonealt (IPOM)
JAG51,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat på bukhinnan intraperitonealt (IPOM)
JAG60,Öppen operation av andra bukväggsbråck och defekter med implantat i bråckporten (inlay)
JAG61,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat i bråckporten (inlay)
JAG70,Öppen operation av andra bukväggsbråck och defekter med implantat i flera lager
JAG71,Laparoskopisk operation av andra bukväggsbråck och defekter med implantat i flera lager
JAG80,Annan öppen operation av andra bukväggsbråck och defekter
JAG81,Annan laparoskopisk operation av andra bukväggsbråck och defekter
JAG84,Annan endoskopisk extraperitoneal operation av andra bukväggsbråck och defekter
JAH00,Explorativ laparotomi
JAH01,Laparoskopi
JAH20,Laparotomi med biopsier för stadieindelning av maligna tumörer
JAH21,Laparoskopi med biopsier för stadieindelning av maligna tumörer
JAH30,"Anläggande av öppen buk, (laparostomi) (i)"
JAH33,Revision av öppen buk (laparostomi) (i)
JAH40,Explorativ torakolaparotomi
JAJ00,Incision i och dränage av bäckenabscess via rektum
JAK00,Laparotomi och dränage av bukhålan
JAK01,Laparoskopiskt dränage av bukhålan
JAK03,Laparotomi och peritonealt lavage
JAK04,Laparoskopi och peritonealt lavage
JAK10,Laparotomi och inläggande av peritoneal dialyskateter
JAL00,Biopsi av peritoneum
JAL01,Laparoskopisk biopsi av peritoneum
JAL10,Laparotomi med avlägsnande av främmande kropp
JAL11,Laparoskopi med avlägsnande av främmande kropp
JAL20,Exstirpation eller destruktion av förändring i peritoneum
JAL21,Laparoskopisk exstirpation eller destruktion av förändring i peritoneum
JAL23,Exstirpation av lokal förändring i bäckenvägg
JAL30,Omentresektion
JAL31,Laparoskopisk omentresektion
JAL50,Intraabdominal revision av hjärnventrikelshunt
JAL51,Laparoskopisk revision av hjärnventrikelshunt
JAL96,Annan exstirpation av förändring i peritoneum (i)
JAL97,Annan laparoskopisk exstirpation av förändring i peritoneum (i)
JAM00,Transposition av oment
JAM10,Operation för malrotation
JAN00,Inläggande av peritonealvenös shunt
JAN10,Revision av peritonealvenös shunt
JAN20,Avlägsnande av peritonealvenös shunt
JAP00,Adherenslösning i bukhålan
JAP01,Laparoskopisk adherenslösning i bukhålan
JAQ00,Omfattande exstirpation av peritoneum
JAQ10,Intraoperativ hypertermisk kemoterapeutisk genomspolning av bukhålan
JAR10,Öppen operation av stomibråck med suturplastik
JAR11,Laparoskopisk operation av stomibråck med suturplastik
JAR20,Öppen operation av stomibråck med implantat framför bukväggens aponeuros (onlay)
JAR30,Öppen operation av stomibråck med implantat mellan bukväggens muskellager (interstitiell)
JAR40,Öppen operation av stomibråck med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAR41,Laparoskopisk operation av stomibråck  med implantat bakom bukväggsmuskeln framför bukhinnan (sublay)
JAR50,Öppen operation av stomibråck med implantat på bukhinnan intraperitonealt (IPOM)
JAR51,Laparoskopisk operation av stomibråck med implantat på bukhinnan intraperitonealt (IPOM)
JAR60,Öppen operation av stomibråck  med implantat i bråckporten (inlay)
